carat,cut,color,clarity,depth,table,price,x,y,z
0.8,Ideal,E,VS2,62.2,55,4126,5.95,5.98,3.71
0.32,Ideal,E,VS2,61.7,55,702,4.36,4.42,2.71
0.41,Ideal,E,VS2,61.6,55,999,4.79,4.75,2.94
1.01,Ideal,E,VS2,61.9,57,7013,6.43,6.37,3.96
0.41,Ideal,E,VS2,62.1,56,935,4.74,4.76,2.95
0.71,Ideal,E,VS2,62.2,57,2776,5.79,5.62,3.55
1.25,Ideal,E,VS2,62.6,56,8400,6.89,6.84,4.3
0.24,Ideal,F,VS2,61.8,57,408,3.97,3.99,2.46
0.54,Ideal,F,VS2,62,55,1563,5.25,5.32,3.28
0.53,Ideal,F,VS2,61.8,55,1631,5.19,5.23,3.22
0.26,Ideal,F,VS2,62.1,57,453,4.06,4.12,2.54
1.04,Ideal,F,VS2,60.1,59,7035,6.59,6.63,3.97
1.12,Ideal,F,VS2,62.1,56,8251,6.63,6.67,4.13
0.5,Ideal,F,VS2,62.4,56,1404,5.1,5.13,3.19
0.74,Ideal,F,VS2,60.8,57,3246,5.85,5.87,3.56
0.35,Ideal,F,VS2,61.5,57,706,4.52,4.56,2.79
0.73,Ideal,F,VS2,62.5,55,2801,5.8,5.76,3.61
0.35,Ideal,F,VS2,62.1,56,906,4.57,4.54,2.83
0.31,Ideal,F,VS2,62.3,55,802,4.38,4.35,2.72
0.31,Ideal,F,VS2,61.9,57,583,4.32,4.34,2.68
0.31,Ideal,F,VS2,61.6,55,625,4.36,4.37,2.69
0.3,Ideal,F,VS2,62.1,55,776,4.31,4.26,2.66
0.3,Ideal,F,VS2,60.7,56,605,4.32,4.34,2.63
1.03,Ideal,F,VS2,59.1,55,6543,6.6,6.69,3.93
0.72,Ideal,F,VS2,61.3,55,3495,5.78,5.83,3.56
0.51,Ideal,F,VS2,61.9,55,1591,5.11,5.15,3.18
0.55,Ideal,F,VS2,62.7,55,1580,5.24,5.26,3.29
0.4,Ideal,F,VS2,60.6,55,842,4.78,4.82,2.91
0.71,Ideal,F,VS2,62.3,57,2930,5.69,5.74,3.56
1.12,Ideal,F,VS2,61.9,55,7727,6.73,6.68,4.15
0.4,Ideal,F,VS2,62,57,842,4.68,4.74,2.92
1.12,Ideal,F,VS2,61.8,55,9138,6.63,6.67,4.11
0.54,Ideal,F,VS2,62.2,57,1786,5.24,5.21,3.25
0.56,Ideal,F,VS2,61.3,54,1814,5.37,5.34,3.28
1.52,Ideal,F,VS2,62.5,55,14915,7.42,7.31,4.6
0.58,Ideal,F,VS2,60.6,56,1809,5.41,5.44,3.29
0.31,Ideal,F,VS2,62.7,57,802,4.34,4.3,2.71
0.32,Ideal,F,VS2,61.6,57,645,4.4,4.43,2.72
0.52,Ideal,F,VS2,62.3,57,2246,5.18,5.13,3.21
0.32,Ideal,F,VS2,63,57,773,4.37,4.33,2.74
0.31,Ideal,F,VS2,61.9,54,802,4.38,4.35,2.7
0.72,Ideal,F,VS2,61.8,59,2931,5.71,5.74,3.54
0.74,Ideal,F,VS2,61.9,57,3454,5.79,5.81,3.59
0.72,Ideal,F,VS2,62.2,56,2956,5.75,5.73,3.57
0.71,Ideal,F,VS2,61.2,56,2891,5.73,5.77,3.52
1.01,Ideal,F,VS2,61.9,54,7014,6.45,6.49,4
0.85,Ideal,F,VS2,62.4,57,3641,6.13,6.01,3.79
1.03,Ideal,F,VS2,62,57,6902,6.4,6.48,3.99
0.41,Ideal,F,VS2,61.7,54,809,4.79,4.81,2.96
0.35,Ideal,F,VS2,62.2,55,906,4.53,4.48,2.8
0.9,Ideal,F,VS2,61.6,57,5141,6.21,6.16,3.81
1.26,Ideal,G,VS2,60.8,55,9399,7.02,7.04,4.28
0.34,Ideal,G,VS2,61.1,55,765,4.55,4.52,2.77
1.02,Ideal,G,VS2,60.5,57,6356,6.51,6.55,3.95
0.31,Ideal,G,VS2,62.7,57,698,4.34,4.31,2.71
1.51,Ideal,G,VS2,61.8,54,14482,7.42,7.38,4.57
1.02,Ideal,G,VS2,62.6,56,6591,6.4,6.44,4.02
0.51,Ideal,G,VS2,61.3,55,1557,5.16,5.19,3.17
0.7,Ideal,G,VS2,61.8,54,2593,5.71,5.74,3.54
0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71
0.57,Ideal,G,VS2,60.2,59,1642,5.38,5.42,3.25
1.62,Ideal,G,VS2,61.7,54,15318,7.57,7.58,4.68
1.7,Ideal,G,VS2,61.3,57,15797,7.6,7.67,4.68
0.57,Ideal,G,VS2,60.7,55,1613,5.41,5.39,3.28
1.02,Ideal,G,VS2,61.7,56,6648,6.44,6.52,4
0.32,Ideal,G,VS2,61.8,57,561,4.38,4.42,2.72
1.22,Ideal,G,VS2,59.9,56,8485,7.01,6.97,4.19
1.16,Ideal,G,VS2,62.3,57,7074,6.66,6.72,4.17
1.1,Ideal,G,VS2,61.9,57,7540,6.63,6.57,4.09
0.71,Ideal,G,VS2,59.5,57,2974,5.81,5.8,3.46
1.17,Ideal,G,VS2,61.3,56,7413,6.79,6.81,4.17
1.11,Ideal,G,VS2,62,56,7472,6.62,6.65,4.12
0.33,Ideal,G,VS2,62.6,57,579,4.45,4.47,2.79
0.57,Ideal,G,VS2,61.8,56,1728,5.35,5.3,3.29
0.39,Ideal,G,VS2,62.5,54,857,4.67,4.7,2.93
1.17,Ideal,G,VS2,62.2,57,6321,6.75,6.72,4.19
0.59,Ideal,G,VS2,61.9,57,2336,5.41,5.38,3.34
0.3,Ideal,G,VS2,61.8,56,507,4.29,4.32,2.66
0.32,Ideal,G,VS2,61.8,55,720,4.43,4.41,2.73
1.31,Ideal,G,VS2,61.9,56,9085,7.08,7.05,4.37
1.01,Ideal,G,VS2,61,56,6734,6.47,6.51,3.96
1.11,Ideal,G,VS2,62.2,55,6713,6.67,6.61,4.13
1,Ideal,G,VS2,62.1,57,6612,6.42,6.37,3.97
1.03,Ideal,G,VS2,61.6,55,7064,6.49,6.54,4.01
1.51,Ideal,G,VS2,62.2,57,12947,7.28,7.36,4.55
0.9,Ideal,G,VS2,62,57,4482,6.22,6.19,3.85
0.34,Ideal,G,VS2,62,56,596,4.47,4.5,2.78
0.41,Ideal,G,VS2,60.7,56,801,4.77,4.82,2.91
1.5,Ideal,G,VS2,62.2,58,13049,7.31,7.29,4.54
0.33,Ideal,G,VS2,62,57,579,4.44,4.47,2.76
1.52,Ideal,G,VS2,61.1,57,12840,7.39,7.45,4.53
0.51,Ideal,G,VS2,62.8,55,1443,5.1,5.06,3.19
0.31,Ideal,G,VS2,61.8,57,698,4.36,4.34,2.69
0.33,Ideal,G,VS2,62.3,57,743,4.43,4.4,2.75
0.34,Ideal,G,VS2,62.7,55,596,4.48,4.49,2.81
1.01,Ideal,G,VS2,61.6,56,6353,6.46,6.43,3.97
0.42,Ideal,G,VS2,62.4,54,847,4.78,4.83,3
1.51,Ideal,H,VS2,62.5,56,11133,7.37,7.33,4.57
0.7,Ideal,H,VS2,61.9,56,3656,5.68,5.73,3.53
1.01,Ideal,H,VS2,62.7,57,5306,6.41,6.39,4.01
0.73,Ideal,H,VS2,62.5,58,2752,5.71,5.75,3.58
0.32,Ideal,H,VS2,61.3,55,505,4.4,4.44,2.71
0.32,Ideal,H,VS2,62,57,648,4.39,4.35,2.71
0.5,Ideal,H,VS2,61.5,56,1626,5.11,5.13,3.15
0.31,Ideal,H,VS2,61.4,56,507,4.38,4.42,2.7
1.13,Ideal,H,VS2,62,57,5885,6.7,6.66,4.14
0.57,Ideal,H,VS2,61.5,57,1759,5.35,5.38,3.3
1.51,Ideal,H,VS2,62.2,57,11540,7.33,7.29,4.55
0.33,Ideal,H,VS2,60.7,57,668,4.48,4.45,2.71
0.42,Ideal,H,VS2,62.5,57,992,4.81,4.76,2.99
0.34,Ideal,H,VS2,60.5,56,689,4.58,4.54,2.76
1.28,Ideal,H,VS2,62.3,56,7098,6.97,6.89,4.32
1.2,Ideal,H,VS2,62.6,56,6586,6.76,6.73,4.22
0.52,Ideal,H,VS2,61.8,56,1573,5.19,5.16,3.2
0.39,Ideal,H,VS2,61.6,56,788,4.68,4.71,2.89
0.27,Ideal,H,VS2,60.5,57,397,4.17,4.19,2.53
0.27,Ideal,H,VS2,61.8,56,599,4.15,4.17,2.57
0.82,Ideal,H,VS2,59.5,57,2870,6.12,6.09,3.63
1.2,Ideal,H,VS2,62.8,57,4771,6.71,6.67,4.2
0.36,Ideal,H,VS2,60.8,56,587,4.61,4.63,2.81
1.33,Ideal,H,VS2,59.5,57,8385,7.18,7.23,4.29
0.72,Ideal,H,VS2,62.8,57,2376,5.74,5.7,3.59
1.07,Ideal,H,VS2,62.1,57,4458,6.53,6.49,4.04
1.51,Ideal,H,VS2,62.2,57,11435,7.29,7.33,4.55
1.17,Ideal,H,VS2,62.4,58,6558,6.73,6.71,4.19
0.47,Ideal,I,VS2,62.1,54,884,4.98,5,3.1
1.18,Ideal,I,VS2,62.3,56,6304,6.76,6.73,4.21
1.69,Ideal,I,VS2,61.7,56,11086,7.65,7.71,4.74
1,Ideal,I,VS2,62.4,52,4841,6.41,6.45,4.02
0.32,Ideal,I,VS2,61.5,56,449,4.4,4.41,2.71
0.52,Ideal,I,VS2,61.8,54,1152,5.16,5.2,3.2
0.36,Ideal,I,VS2,61.6,55,523,4.6,4.65,2.85
1.2,Ideal,I,VS2,62.6,57,4844,6.74,6.67,4.2
0.72,Ideal,I,VS2,61.8,55,2918,5.75,5.79,3.56
0.35,Ideal,I,VS2,59.8,57,491,4.59,4.6,2.75
1.57,Ideal,I,VS2,61.5,56,9912,7.49,7.56,4.63
1.01,Ideal,I,VS2,61.3,53,4887,6.52,6.54,4
1.32,Ideal,I,VS2,60.8,57,7079,7.02,7.07,4.28
0.32,Ideal,I,VS2,62.5,57,449,4.35,4.39,2.73
0.81,Ideal,I,VS2,61.4,55,3355,6.03,6.06,3.71
1.7,Ideal,I,VS2,61.7,56,11360,7.72,7.64,4.74
0.73,Ideal,I,VS2,61.9,56,2686,5.77,5.8,3.59
1.2,Ideal,I,VS2,62.3,57,5736,6.74,6.8,4.22
2.22,Ideal,I,VS2,61.3,56,18363,8.36,8.45,5.15
0.35,Ideal,I,VS2,61.1,57,509,4.55,4.58,2.79
0.79,Ideal,I,VS2,63,58,2712,5.85,5.89,3.7
0.58,Ideal,I,VS2,62,54,1279,5.35,5.39,3.33
1.27,Ideal,J,VS2,61.8,54,5285,6.95,6.98,4.31
1.5,Ideal,J,VS2,61.6,58,7515,7.33,7.38,4.53
0.41,Ideal,J,VS2,61.8,55,637,4.78,4.81,2.96
0.46,Ideal,J,VS2,61.4,56,746,4.96,5,3.06
1.24,Ideal,J,VS2,62.8,56,5451,6.83,6.8,4.28
1.6,Ideal,J,VS2,62.1,56,9681,7.47,7.51,4.65
1.22,Ideal,J,VS2,62.1,58,5297,6.82,6.84,4.24
0.7,Ideal,J,VS2,62.6,57,1874,5.64,5.67,3.54
1.12,Ideal,J,VS2,60.1,57,4422,6.82,6.75,4.08
0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72
2.26,Ideal,J,VS2,61.1,57,17010,8.44,8.47,5.17
0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7
0.3,Fair,E,VS1,56.3,62,640,4.47,4.49,2.52
0.3,Fair,F,VS1,61.7,66,593,4.25,4.31,2.64
1,Fair,F,VS1,65,59,6115,6.19,6.14,4.01
1.08,Fair,G,VS1,64.7,60,7076,6.44,6.41,4.16
0.4,Fair,G,VS1,57.1,64,798,4.88,4.9,2.79
1,Fair,H,VS1,65.4,61,4368,6.22,6.17,4.05
0.5,Fair,H,VS1,66.3,55,1136,4.86,4.91,3.24
0.69,Fair,I,VS1,57.9,63,1692,5.73,5.77,3.33
1.52,Fair,J,VS1,65.4,58,7186,7.22,7.17,4.7
0.37,Good,D,VS1,62.1,54,825,4.67,4.73,2.92
0.71,Good,D,VS1,59.2,56,3524,5.84,5.85,3.46
0.23,Good,E,VS1,56.9,65,327,4.05,4.07,2.31
0.67,Good,E,VS1,60.4,65,2427,5.67,5.65,3.42
0.58,Good,E,VS1,58.6,64,2185,5.4,5.46,3.18
1.01,Good,E,VS1,63.8,55,7528,6.32,6.41,4.06
1.02,Good,F,VS1,62.6,54.3,8011,6.41,6.45,4.02
0.9,Good,F,VS1,63.8,56,3750,5.99,5.92,3.8
0.52,Good,F,VS1,61.2,62,1710,5.12,5.05,3.11
0.53,Good,F,VS1,61.8,62.8,1624,5.13,5.16,3.18
0.53,Good,F,VS1,64.2,56,1688,5.11,5.14,3.29
0.47,Good,F,VS1,64,60,1353,4.96,4.87,3.15
0.5,Good,F,VS1,58,61,1415,5.18,5.23,3.02
0.33,Good,G,VS1,63.1,57,666,4.38,4.4,2.77
0.77,Good,G,VS1,59.4,64,2788,5.97,5.92,3.53
1.51,Good,G,VS1,63.1,60,13686,7.24,7.3,4.59
0.3,Good,G,VS1,63.1,59,605,4.25,4.27,2.69
1.21,Good,G,VS1,63.6,56,8741,6.8,6.72,4.3
1.01,Good,G,VS1,63.8,56,6283,6.27,6.34,4.02
1.51,Good,G,VS1,64,57,12319,7.31,7.2,4.64
1,Good,G,VS1,58.6,62,5921,6.5,6.53,3.82
1.51,Good,H,VS1,59.1,58,11512,7.48,7.52,4.43
0.31,Good,H,VS1,63.6,55,698,4.32,4.29,2.74
1.5,Good,H,VS1,63.4,59,10256,7.2,7.29,4.59
0.3,Good,H,VS1,63.2,59,512,4.31,4.27,2.71
0.31,Good,I,VS1,63.9,55,586,4.3,4.28,2.74
0.32,Good,I,VS1,63.2,54,505,4.38,4.42,2.78
1.32,Good,I,VS1,59.2,58,7143,7.14,7.18,4.24
0.71,Good,I,VS1,63.6,56,2327,5.7,5.65,3.61
0.9,Good,I,VS1,63.5,61,3666,5.96,6.01,3.8
0.4,Good,J,VS1,64,56,567,4.66,4.69,2.99
0.41,Good,J,VS1,63.2,59,621,4.67,4.7,2.96
0.67,Good,J,VS1,64.2,55.6,1581,5.54,5.57,3.57
0.47,Very Good,D,VS1,59.5,61,1422,5.06,5.03,3.02
0.71,Very Good,D,VS1,63.2,57,3406,5.63,5.67,3.57
0.7,Very Good,D,VS1,62.9,60,3231,5.57,5.62,3.52
0.31,Very Good,D,VS1,63.7,58,709,4.27,4.3,2.73
0.28,Very Good,D,VS1,62.4,56,514,4.15,4.18,2.6
0.51,Very Good,D,VS1,63.1,58,1838,5.05,5.1,3.2
1.5,Very Good,D,VS1,61.2,63,16407,7.28,7.32,4.47
0.6,Very Good,D,VS1,61.4,59,2431,5.41,5.44,3.33
1.54,Very Good,D,VS1,59.1,59,16750,7.51,7.55,4.45
0.28,Very Good,E,VS1,59,60,452,4.26,4.32,2.53
0.4,Very Good,E,VS1,60.1,58,1053,4.72,4.76,2.85
0.53,Very Good,E,VS1,61.9,59,1830,5.16,5.21,3.21
0.9,Very Good,E,VS1,63,55,4449,6.08,6.15,3.85
0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58
0.71,Very Good,E,VS1,61.6,59,3464,5.65,5.72,3.5
0.66,Very Good,E,VS1,61,57.8,2618,5.64,5.69,3.45
0.35,Very Good,E,VS1,59.7,59,790,4.59,4.62,2.75
0.51,Very Good,E,VS1,58.1,60,1583,5.28,5.32,3.08
0.27,Very Good,E,VS1,60.2,58,470,4.19,4.22,2.53
0.77,Very Good,E,VS1,62,56,3318,5.88,5.92,3.66
1.5,Very Good,E,VS1,59,62,15957,7.45,7.47,4.4
0.24,Very Good,E,VS1,59.8,58,419,4.02,4.11,2.43
0.52,Very Good,E,VS1,58.9,64,2092,5.23,5.3,3.1
0.39,Very Good,E,VS1,62.5,58,914,4.67,4.7,2.93
0.29,Very Good,F,VS1,61.2,58,504,4.24,4.29,2.61
0.72,Very Good,F,VS1,62.2,58,2804,5.75,5.7,3.56
0.78,Very Good,F,VS1,63.3,56,3563,5.84,5.89,3.71
0.51,Very Good,F,VS1,62.4,59,1697,5.04,5.09,3.16
1.04,Very Good,F,VS1,61.6,60,8090,6.49,6.54,4.01
0.28,Very Good,F,VS1,62.1,59,487,4.16,4.21,2.6
0.26,Very Good,F,VS1,61.7,58,453,4.1,4.14,2.54
1.51,Very Good,F,VS1,58.9,60,14481,7.46,7.54,4.42
0.9,Very Good,F,VS1,62.5,58,5279,6.12,6.17,3.84
1,Very Good,F,VS1,60.4,59,7204,6.4,6.51,3.9
0.91,Very Good,F,VS1,62.4,59,5302,6.15,6.16,3.84
0.35,Very Good,F,VS1,60.3,58.6,842,4.56,4.59,2.76
1,Very Good,F,VS1,59.8,58,7710,6.49,6.53,3.89
0.52,Very Good,F,VS1,63.2,57,1748,5.09,5.1,3.22
0.25,Very Good,F,VS1,59.7,57,436,4.13,4.21,2.49
0.42,Very Good,G,VS1,59.4,59,921,4.86,4.9,2.9
0.7,Very Good,G,VS1,63,60,2812,5.57,5.64,3.53
1.02,Very Good,G,VS1,62.6,58,6301,6.36,6.46,4.01
0.3,Very Good,G,VS1,63.1,59,776,4.27,4.25,2.69
0.31,Very Good,G,VS1,61.6,56,640,4.35,4.38,2.69
1.01,Very Good,G,VS1,59.1,58,6613,6.56,6.63,3.9
0.81,Very Good,G,VS1,63.1,58,3507,5.92,5.96,3.75
0.6,Very Good,G,VS1,61.9,56,2094,5.41,5.45,3.36
0.32,Very Good,G,VS1,61.9,56,660,4.41,4.45,2.74
0.59,Very Good,G,VS1,62.5,53,1942,5.46,5.35,3.38
0.31,Very Good,G,VS1,62.7,54,542,4.35,4.36,2.73
1.51,Very Good,G,VS1,60.2,63,12430,7.39,7.36,4.44
0.52,Very Good,G,VS1,63.8,58,1641,5.06,5.09,3.24
0.55,Very Good,G,VS1,62.8,57,1743,5.2,5.21,3.27
0.7,Very Good,G,VS1,63.1,57,2497,5.7,5.61,3.57
0.41,Very Good,G,VS1,60.6,56,976,4.83,4.87,2.94
0.31,Very Good,G,VS1,63.2,56,802,4.29,4.28,2.71
0.82,Very Good,G,VS1,63.3,56,3460,5.96,5.98,3.78
0.3,Very Good,G,VS1,63.3,56,725,4.31,4.28,2.72
0.32,Very Good,G,VS1,62.8,59,645,4.33,4.37,2.73
1.01,Very Good,G,VS1,60.7,63,6353,6.4,6.38,3.88
1.71,Very Good,G,VS1,61.3,54,17206,7.69,7.74,4.73
0.71,Very Good,H,VS1,63.9,60,2562,5.54,5.6,3.56
0.66,Very Good,H,VS1,61.6,58.1,1978,5.54,5.58,3.42
0.3,Very Good,H,VS1,60.4,61,526,4.27,4.31,2.59
0.28,Very Good,H,VS1,61.9,56,429,4.22,4.24,2.61
1.02,Very Good,H,VS1,63.1,57,5977,6.38,6.44,4.04
0.31,Very Good,H,VS1,61.7,61,544,4.31,4.34,2.67
1.2,Very Good,H,VS1,62,57,6177,6.77,6.81,4.21
0.77,Very Good,H,VS1,61,60,2840,5.9,5.87,3.59
0.41,Very Good,H,VS1,63.5,56,1061,4.7,4.69,2.98
0.33,Very Good,H,VS1,60.2,62,579,4.44,4.47,2.68
0.71,Very Good,H,VS1,62.7,57,2559,5.66,5.72,3.57
1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26
0.28,Very Good,H,VS1,61.9,56,429,4.18,4.2,2.59
0.32,Very Good,I,VS1,63.1,56,648,4.4,4.38,2.77
1.01,Very Good,I,VS1,62.2,60,4756,6.39,6.35,3.96
0.38,Very Good,I,VS1,60.1,60,606,4.66,4.72,2.82
0.3,Very Good,I,VS1,62.9,58,473,4.26,4.29,2.69
0.7,Very Good,I,VS1,61.4,57,2294,5.72,5.74,3.52
2.01,Very Good,I,VS1,62.9,62,16914,7.98,8.02,5.03
0.9,Very Good,I,VS1,63.3,59,3580,6.1,6.06,3.85
0.28,Very Good,I,VS1,60.9,57,462,4.22,4.25,2.58
0.3,Very Good,I,VS1,60.4,58,473,4.34,4.4,2.64
1.56,Very Good,I,VS1,62.7,58,9857,7.42,7.37,4.64
1.7,Very Good,J,VS1,63.6,58,9683,7.52,7.54,4.79
0.3,Very Good,J,VS1,62.4,58,394,4.26,4.3,2.67
0.9,Very Good,J,VS1,62.4,58,3418,6.15,6.19,3.85
0.71,Very Good,J,VS1,64.1,58,1993,5.61,5.65,3.61
0.53,Very Good,J,VS1,61.4,56,1106,5.19,5.23,3.2
0.46,Very Good,J,VS1,62.5,58,874,4.87,4.92,3.06
1.17,Premium,D,VS1,61.7,59,10115,6.77,6.72,4.16
0.4,Premium,D,VS1,62.5,60,1123,4.66,4.72,2.93
0.37,Premium,D,VS1,61.9,58,941,4.56,4.62,2.84
0.77,Premium,D,VS1,62.1,57,3644,5.85,5.8,3.62
0.7,Premium,D,VS1,60.4,58,2956,5.78,5.71,3.47
0.42,Premium,D,VS1,60.8,59,1179,4.79,4.85,2.93
1,Premium,D,VS1,62.7,60,8020,6.36,6.31,3.97
0.38,Premium,E,VS1,60.2,58,1000,4.66,4.71,2.82
0.55,Premium,E,VS1,59.6,60,2277,5.41,5.36,3.15
1.5,Premium,E,VS1,62.5,58,16169,7.28,7.21,4.53
0.31,Premium,E,VS1,60,59,734,4.38,4.42,2.64
1.11,Premium,E,VS1,61.2,58,8329,6.69,6.65,4.08
0.58,Premium,E,VS1,62.2,58,2297,5.35,5.3,3.31
0.23,Premium,E,VS1,61.8,60,400,3.91,3.95,2.43
1.5,Premium,E,VS1,60.3,60,16409,7.34,7.43,4.45
0.3,Premium,E,VS1,61.3,59,710,4.28,4.33,2.64
0.41,Premium,E,VS1,62,57,1153,4.77,4.74,2.95
0.39,Premium,E,VS1,58.8,59,1097,4.76,4.73,2.79
0.31,Premium,E,VS1,60.5,59,942,4.37,4.36,2.64
1.03,Premium,E,VS1,59.6,59,7817,6.59,6.57,3.92
0.73,Premium,E,VS1,62.6,60,2876,5.68,5.75,3.58
0.41,Premium,E,VS1,62.3,59,1153,4.76,4.74,2.96
1.01,Premium,F,VS1,60.4,59,7409,6.54,6.5,3.94
1.02,Premium,F,VS1,61.4,59,6238,6.48,6.42,3.96
1.42,Premium,F,VS1,58.4,59,10338,7.36,7.32,4.29
0.4,Premium,F,VS1,62.6,58,1050,4.72,4.68,2.94
0.41,Premium,F,VS1,61.1,58,1076,4.78,4.74,2.91
1.11,Premium,F,VS1,59.4,58,7832,6.81,6.75,4.03
0.51,Premium,F,VS1,60.2,58,2346,5.25,5.21,3.15
0.42,Premium,F,VS1,59.8,57,985,4.89,4.85,2.91
0.4,Premium,F,VS1,61.4,58,982,4.73,4.75,2.91
0.43,Premium,F,VS1,62.5,58,1129,4.85,4.78,3.01
0.41,Premium,F,VS1,61.2,57,1076,4.8,4.77,2.93
1.24,Premium,F,VS1,60.1,59,9738,6.99,7.02,4.21
1.03,Premium,F,VS1,61.8,59,7328,6.46,6.48,4
1.07,Premium,F,VS1,60.6,61,6885,6.62,6.56,3.99
1.13,Premium,G,VS1,60,60,7404,6.87,6.72,4.08
0.39,Premium,G,VS1,62.6,58,1097,4.7,4.66,2.93
1.17,Premium,G,VS1,62.4,56,7564,6.81,6.75,4.23
0.41,Premium,G,VS1,62.4,57,961,4.74,4.71,2.95
0.74,Premium,G,VS1,61.7,58,2815,5.79,5.81,3.58
1.01,Premium,G,VS1,59.8,59,6412,6.5,6.55,3.9
0.54,Premium,G,VS1,61.1,59,1754,5.22,5.26,3.2
0.3,Premium,G,VS1,60.2,62,725,4.31,4.3,2.59
0.5,Premium,G,VS1,60.7,62,1629,5.1,5.08,3.09
0.5,Premium,G,VS1,60.3,60,1629,5.1,5.08,3.07
1.05,Premium,G,VS1,61.8,58,6146,6.54,6.51,4.03
1,Premium,G,VS1,62.3,58,6290,6.39,6.3,3.95
1.08,Premium,G,VS1,63,59,7523,6.56,6.5,4.11
0.33,Premium,G,VS1,59.2,59,854,4.54,4.51,2.68
0.58,Premium,G,VS1,61.5,58,1984,5.41,5.35,3.31
0.39,Premium,G,VS1,62.4,57,1097,4.68,4.62,2.9
1.5,Premium,G,VS1,62.7,58,13736,7.32,7.2,4.55
1.7,Premium,G,VS1,61.2,57,17492,7.73,7.64,4.7
0.7,Premium,G,VS1,60.6,62,2648,5.68,5.64,3.43
0.37,Premium,G,VS1,59.2,61,957,4.7,4.63,2.76
0.31,Premium,G,VS1,61.2,59,802,4.37,4.35,2.67
0.33,Premium,G,VS1,61.3,58,666,4.42,4.45,2.72
0.32,Premium,G,VS1,62.4,58,828,4.4,4.35,2.73
1.07,Premium,G,VS1,62,58,6730,6.59,6.53,4.07
1.51,Premium,G,VS1,60.1,58,14507,7.48,7.45,4.49
0.72,Premium,G,VS1,60.9,60,2607,5.78,5.75,3.51
0.7,Premium,G,VS1,62.6,60,2535,5.66,5.58,3.52
1,Premium,G,VS1,62.9,55,5940,6.39,6.33,4
0.31,Premium,H,VS1,59.9,59,698,4.4,4.38,2.63
0.33,Premium,H,VS1,61.5,58,579,4.39,4.46,2.72
1.02,Premium,H,VS1,62.1,57,4827,6.46,6.42,4
1,Premium,H,VS1,62.4,58,4950,6.43,6.4,4
0.33,Premium,H,VS1,59.7,59,743,4.53,4.52,2.7
0.31,Premium,H,VS1,61.5,61,698,4.34,4.31,2.66
0.3,Premium,H,VS1,62.3,58,675,4.28,4.26,2.66
0.32,Premium,H,VS1,60.6,60,561,4.4,4.44,2.68
1.22,Premium,H,VS1,62.7,56,7105,6.82,6.74,4.25
2.04,Premium,H,VS1,60.7,61,18104,8.18,8.1,4.94
0.3,Premium,H,VS1,63,58,675,4.28,4.23,2.68
1.25,Premium,H,VS1,62.7,59,7328,6.82,6.86,4.29
1.08,Premium,H,VS1,58.6,60,5818,6.84,6.78,3.99
0.47,Premium,H,VS1,61.8,58,1143,4.94,4.99,3.07
1.2,Premium,H,VS1,61.7,59,4838,6.78,6.74,4.17
0.43,Premium,H,VS1,60,59,867,4.86,4.98,2.95
0.7,Premium,H,VS1,60.5,58,2364,5.77,5.73,3.48
1.25,Premium,I,VS1,60.4,59,6664,7.01,6.94,4.21
1.22,Premium,I,VS1,61.1,58,6012,6.84,6.91,4.2
0.32,Premium,I,VS1,61.9,58,505,4.36,4.4,2.71
0.31,Premium,I,VS1,60.8,59,489,4.37,4.41,2.67
0.3,Premium,I,VS1,60.5,60,473,4.3,4.33,2.61
1.14,Premium,I,VS1,62.3,59,5291,6.69,6.64,4.15
0.3,Premium,I,VS1,61.6,61,567,4.28,4.23,2.62
0.3,Premium,I,VS1,61.7,59,608,4.3,4.26,2.64
1.53,Premium,I,VS1,61.2,59,10098,7.39,7.41,4.53
1.44,Premium,I,VS1,62.6,59,8426,7.08,7.14,4.45
0.9,Premium,I,VS1,61.2,61,3484,6.2,6.15,3.78
0.76,Premium,J,VS1,61.1,58,2262,5.91,5.85,3.59
1.6,Premium,J,VS1,62.6,59,7903,7.51,7.4,4.66
0.3,Premium,J,VS1,62.4,58,506,4.3,4.26,2.67
1,Premium,J,VS1,62.8,57,4144,6.39,6.35,4
2.27,Premium,J,VS1,62.4,58,16994,8.36,8.41,5.23
0.81,Premium,J,VS1,61.7,61,2350,5.94,5.9,3.65
1.2,Premium,J,VS1,59.1,61,5107,7,6.94,4.12
1.52,Premium,J,VS1,61.2,59,8366,7.39,7.36,4.51
0.32,Ideal,D,VS1,61.4,56,720,4.38,4.41,2.7
0.41,Ideal,D,VS1,62.3,56,1018,4.71,4.79,2.96
0.34,Ideal,D,VS1,61.4,56,749,4.5,4.53,2.77
1.25,Ideal,D,VS1,61.7,56,10441,6.92,7.01,4.3
0.38,Ideal,D,VS1,62,55,1067,4.64,4.68,2.89
0.91,Ideal,D,VS1,62.3,59,6652,6.16,6.19,3.85
0.42,Ideal,D,VS1,62.1,56,1235,4.82,4.78,2.98
0.32,Ideal,D,VS1,61.4,57,814,4.4,4.43,2.71
